Game number,Game type,White player,Black player,White rating,Black rating,My colour,My rating,Winner,Did i win?,number of moves,White accuracy,White opening accuracy,White middle accuracy,White end accuracy,No. best white,No. great white,No. good white,No. ok white,No. inaccuracy white,No. mistake white,No. blunder white,Improvement white,Black accuracy,Black opening accuracy,Black middle accuracy,Black end accuracy,No. best black,No. great black,No. good black,No. ok black,No. inaccuracy black,No. mistake black,No. blunder black,Improvement black,User accuracy,User opening accuracy,User middle accuracy,User end accuracy,No. best user,No. great user,No. good user,No. ok user,No. inaccuracy user,No. mistake user,No. blunder user,Improvement user
3597,600,01226337725hasan,Ainceer,1412,1454,Black,1454,Black,True,40.0,64.03,63.82,65.39,62.88,17,3,1,1,4,3,11,2,75.91,79.01,87.63,60.86,17,9,1,0,2,5,6,2,75.91,79.01,87.63,60.86,17,9,1,0,2,5,11,2
3598,600,Blackshadow08,Ainceer,1325,1443,Black,1443,White,False,11.0,88.82,99.82,94.16,67.03,6,3,0,1,0,0,1,2,64.9,98.96,75.01,6.01,6,1,0,0,0,0,4,2,64.9,98.96,75.01,6.01,6,1,0,0,0,0,1,2
3599,600,Ainceer,ceyhun0935,1434,1391,White,1434,Black,False,19.0,68.5,95.49,49.76,55.75,5,5,2,1,1,0,5,1,58.54,75.1,41.76,55.99,4,3,2,1,2,1,6,1,68.5,95.49,49.76,55.75,5,5,2,1,1,0,5,1
3600,600,shintriri,Ainceer,1417,1425,Black,1425,White,False,23.0,78.22,88.25,71.33,74.63,11,5,0,0,2,1,4,1,69.63,77.71,57.22,74.59,9,2,2,2,2,1,5,1,69.63,77.71,57.22,74.59,9,2,2,2,2,1,4,1
3601,600,Ainceer,dult_anup,1432,1378,White,1432,White,True,24.5,77.53,82.16,84.43,65.42,7,6,5,3,0,0,4,2,68.4,62.19,69.02,73.97,8,4,1,1,4,1,5,0,77.53,82.16,84.43,65.42,7,6,5,3,0,0,4,2
3602,600,josipradman,Ainceer,1449,1441,Black,1441,Black,True,15.0,80.93,97.57,75.24,69.98,5,5,1,1,0,1,2,2,67.31,59.61,63.24,79.07,3,7,0,0,0,0,5,0,67.31,59.61,63.24,79.07,3,7,0,0,0,0,2,0
3603,600,tamas8208,Ainceer,1398,1448,Black,1448,Black,True,42.0,71.37,75.93,70.81,67.37,19,8,2,0,1,2,10,2,84.58,83.92,88.13,81.69,26,5,2,1,1,3,4,2,84.58,83.92,88.13,81.69,26,5,2,1,1,3,10,2
3604,180,Ainceer,Nouman95,1121,1165,White,1121,Black,False,18.5,81.95,85.13,98.2,62.01,5,6,4,1,1,0,2,2,68.47,50.79,76.08,78.53,4,4,3,1,1,0,5,0,81.95,85.13,98.2,62.01,5,6,4,1,1,0,2,2
3605,180,Ainceer,ledaf03,1129,1127,White,1129,White,True,20.5,85.12,95.32,83.79,76.27,7,7,2,1,2,1,1,2,79.76,88.81,78.83,70.29,7,5,3,0,0,3,2,2,85.12,95.32,83.79,76.27,7,7,2,1,2,1,1,2
3606,180,Ainceer,QueensAGStoGmaul,1128,1091,White,1128,Draw,False,51.5,67.42,84.89,42.68,73.67,14,15,2,3,2,1,15,1,60.1,64.83,50.33,65.14,16,7,3,1,2,6,16,1,67.42,84.89,42.68,73.67,14,15,2,3,2,1,15,1
3607,180,ornitorenkHerif,Ainceer,1074,1135,Black,1135,Black,True,22.0,55.07,94.53,33.36,31.69,5,3,2,2,0,1,9,2,78.14,89.15,84.46,59.25,13,2,0,0,2,2,3,2,78.14,89.15,84.46,59.25,13,2,0,0,2,2,9,2
3608,180,Ainceer,idaowo,1127,1146,White,1127,Black,False,26.0,82.36,98.29,94.27,51.02,9,8,4,1,1,0,3,2,74.56,89.61,68.31,64.67,13,2,1,3,1,2,4,2,82.36,98.29,94.27,51.02,9,8,4,1,1,0,3,2
3609,180,AlbertG7,Ainceer,1148,1136,Black,1136,Black,True,14.0,66.31,97.96,63.16,30.69,4,5,0,0,0,0,5,2,76.77,79.52,75.43,75.0,5,3,1,0,2,2,1,2,76.77,79.52,75.43,75.0,5,3,1,0,2,2,5,2
3610,180,Ainceer,spiderschweins,1128,1124,White,1128,Black,False,21.0,93.22,95.45,99.0,85.23,10,8,1,1,0,0,1,2,77.99,96.7,79.73,57.55,7,7,1,0,2,1,3,2,93.22,95.45,99.0,85.23,10,8,1,1,0,0,1,2
3611,180,AleCili,Ainceer,1135,1136,Black,1136,Black,True,37.0,54.9,57.09,48.53,58.91,13,3,0,2,2,2,15,1,69.96,53.37,73.1,84.79,16,5,1,1,3,2,9,0,69.96,53.37,73.1,84.79,16,5,1,1,3,2,15,0
3612,180,Ainceer,jwheeler2020,1129,1172,White,1129,Black,False,81.0,80.41,75.19,66.12,99.93,29,29,2,5,2,0,14,1,81.54,78.64,66.8,99.17,30,27,7,3,1,1,12,1,80.41,75.19,66.12,99.93,29,29,2,5,2,0,14,1
3613,180,PatrikDahlin,Ainceer,1083,1136,Black,1136,Black,True,13.0,68.45,65.42,94.02,46.66,2,4,3,0,0,1,3,2,89.68,99.51,95.04,72.04,6,4,2,0,0,0,1,2,89.68,99.51,95.04,72.04,6,4,2,0,0,0,3,2
3614,180,The_Mister7,Ainceer,1114,1127,Black,1127,White,False,22.5,86.13,95.22,78.83,84.09,11,7,1,1,0,1,2,1,64.52,91.76,62.72,35.18,8,3,1,1,1,2,6,2,64.52,91.76,62.72,35.18,8,3,1,1,1,2,2,2
3615,180,Ainceer,amrosama12345,1135,1124,White,1135,White,True,53.5,76.36,74.89,64.39,89.81,22,6,6,6,5,2,7,1,69.86,71.52,72.09,65.74,17,14,1,3,2,2,14,2,76.36,74.89,64.39,89.81,22,6,6,6,5,2,7,1
3616,180,provensazur,Ainceer,1049,1141,Black,1141,Black,True,53.0,70.98,63.64,67.28,82.68,13,17,3,1,4,4,11,0,70.58,72.24,84.17,54.45,18,14,3,2,3,0,13,2,70.58,72.24,84.17,54.45,18,14,3,2,3,0,11,2
3617,180,Ainceer,cgrafs,1133,1169,White,1133,Black,False,69.0,68.44,76.12,63.45,65.76,27,11,3,2,4,3,19,1,72.15,66.79,82.19,67.49,29,10,6,1,4,4,15,0,68.44,76.12,63.45,65.76,27,11,3,2,4,3,19,1
3618,180,Ainceer,kubikmar,1139,1046,White,1139,White,True,39.5,69.29,88.01,59.09,59.33,14,9,0,1,1,7,8,1,63.64,84.95,66.85,39.13,14,5,2,1,4,2,11,2,69.29,88.01,59.09,59.33,14,9,0,1,1,7,8,1
3619,180,jovan2009,Ainceer,1160,1131,Black,1131,White,False,18.0,75.77,99.93,67.39,59.98,11,2,0,0,0,1,4,2,68.23,85.84,45.88,72.95,8,2,1,1,0,1,5,1,68.23,85.84,45.88,72.95,8,2,1,1,0,1,4,1
3620,180,papulya_papicha,Ainceer,1062,1138,Black,1138,Black,True,50.0,74.25,67.47,75.57,80.07,15,14,4,1,5,1,10,0,67.79,73.58,75.9,53.04,21,7,2,4,0,1,15,2,67.79,73.58,75.9,53.04,21,7,2,4,0,1,10,2
3621,180,Ainceer,JustACreative5972,1146,1118,White,1146,White,True,16.5,81.92,96.78,69.94,78.47,2,11,1,0,0,0,3,1,72.95,96.93,70.39,46.74,4,5,2,0,2,0,3,2,81.92,96.78,69.94,78.47,2,11,1,0,0,0,3,1
3622,180,Ainceer,Knight_Decapitation,1156,1212,White,1156,White,True,16.5,87.22,98.05,73.4,90.81,5,7,2,0,1,1,1,1,73.29,91.55,64.68,60.0,4,4,4,0,0,1,3,2,87.22,98.05,73.4,90.81,5,7,2,0,1,1,1,1
3623,180,Ainceer,Eric84King,1148,1185,White,1148,Black,False,1.5,49.1,98.21,0.0,0,0,1,0,0,0,0,1,2,12.33,12.33,0,0,0,0,0,0,0,0,1,2,49.1,98.21,0.0,0,0,1,0,0,0,0,1,2
3624,180,AshP3012,Ainceer,1136,1156,Black,1156,Black,True,37.0,55.69,63.79,63.23,39.39,9,6,1,0,4,4,13,2,64.75,89.57,52.61,50.0,19,2,1,2,0,0,13,2,64.75,89.57,52.61,50.0,19,2,1,2,0,0,13,2
3625,180,pardusMSK,Ainceer,1180,1148,Black,1148,White,False,44.5,81.7,63.06,87.6,94.43,17,13,5,0,3,1,6,0,72.94,60.4,72.58,86.76,16,8,5,0,3,2,10,0,72.94,60.4,72.58,86.76,16,8,5,0,3,2,6,0
3626,180,Ainceer,marsubbus,1155,1105,White,1155,White,True,49.5,78.12,82.01,68.7,84.0,18,17,1,2,3,1,8,1,71.14,75.41,57.09,80.66,20,7,2,5,4,1,10,1,78.12,82.01,68.7,84.0,18,17,1,2,3,1,8,1
3627,180,pedrowss,Ainceer,1105,1162,Black,1162,Black,True,44.0,66.96,79.2,56.79,64.74,10,15,2,0,3,3,11,1,70.85,78.01,53.32,81.96,12,12,1,4,3,2,10,1,70.85,78.01,53.32,81.96,12,12,1,4,3,2,11,1
3628,180,Ainceer,BriefkastenJoe,1170,1155,White,1170,White,True,32.5,76.99,93.35,63.29,74.32,11,9,4,1,1,1,6,1,76.92,92.36,75.39,61.63,10,12,1,1,0,3,5,2,76.99,93.35,63.29,74.32,11,9,4,1,1,1,6,1
3629,180,Ainceer,Rico26,1178,1161,White,1178,White,True,55.5,69.4,73.06,62.15,73.21,16,10,6,3,5,5,11,1,62.45,70.5,53.82,62.59,14,12,2,5,3,2,17,1,69.4,73.06,62.15,73.21,16,10,6,3,5,5,11,1
3630,180,Ainceer,massreykh,1169,1130,White,1169,Black,False,42.5,77.95,84.0,61.85,87.58,16,13,2,1,2,1,8,1,72.82,86.41,49.16,82.91,11,14,1,2,2,3,9,1,77.95,84.0,61.85,87.58,16,13,2,1,2,1,8,1
3631,180,mino7431,Ainceer,1154,1160,Black,1160,White,False,25.5,68.09,91.01,49.85,62.84,11,3,3,0,1,0,8,1,50.64,63.42,37.44,49.48,6,3,1,0,3,1,11,1,50.64,63.42,37.44,49.48,6,3,1,0,3,1,8,1
3632,180,polytrauma,Ainceer,1184,1169,Black,1169,Black,True,60.0,81.32,88.96,68.64,86.35,24,16,6,0,4,3,7,1,83.45,86.23,65.54,98.57,31,14,2,2,2,2,7,1,83.45,86.23,65.54,98.57,31,14,2,2,2,2,7,1
3633,180,GautMax,Ainceer,1168,1161,Black,1161,White,False,2.0,92.91,98.21,87.61,0,0,1,1,0,0,0,0,2,80.44,66.36,94.53,0,0,1,0,0,1,0,0,2,80.44,66.36,94.53,0,0,1,0,0,1,0,0,2
3634,180,Ainceer,WhiteCha,1161,1177,White,1161,Draw,False,41.5,80.75,85.88,62.36,94.01,14,14,3,4,0,1,6,1,71.58,56.07,68.78,91.31,17,7,2,1,2,3,9,0,80.75,85.88,62.36,94.01,14,14,3,4,0,1,6,1
3635,180,Ainceer,Chessgal01,1169,1133,White,1169,White,True,46.5,68.98,76.3,57.57,73.35,16,7,4,4,3,2,11,1,66.76,66.24,50.75,83.33,12,7,8,2,4,1,12,1,68.98,76.3,57.57,73.35,16,7,4,4,3,2,11,1
3636,180,aleksc02,Ainceer,1131,1176,Black,1176,Black,True,14.0,74.75,98.09,80.0,39.0,7,3,0,0,1,0,3,2,48.94,79.51,7.17,62.93,4,2,0,0,0,1,7,1,48.94,79.51,7.17,62.93,4,2,0,0,0,1,3,1
3637,180,Ainceer,Danrokrr,1170,1270,White,1170,Black,False,23.5,68.56,87.99,56.14,61.54,3,8,3,1,3,1,5,1,70.37,77.92,58.51,75.28,7,6,0,1,2,1,6,1,68.56,87.99,56.14,61.54,3,8,3,1,3,1,5,1
3638,180,BSRR10121,Ainceer,1174,1162,Black,1162,White,False,14.5,55.36,78.84,27.25,60.0,3,4,1,0,0,1,6,1,55.44,95.07,40.16,25.0,4,3,1,0,0,0,6,2,55.44,95.07,40.16,25.0,4,3,1,0,0,0,6,2
3639,180,Ainceer,IIIaXMaTECT,1153,1122,White,1153,Black,False,43.0,71.32,83.67,69.29,60.1,14,11,2,2,2,2,10,2,70.45,82.08,71.16,57.28,14,11,2,1,3,3,9,2,71.32,83.67,69.29,60.1,14,11,2,2,2,2,10,2
3640,180,anujgupta95,Ainceer,1139,1161,Black,1161,Black,True,37.0,63.27,66.61,69.94,52.98,13,3,3,4,1,2,11,2,70.43,77.54,63.11,70.04,16,5,2,0,4,3,7,1,70.43,77.54,63.11,70.04,16,5,2,0,4,3,11,1
3641,180,Ainceer,qlebb,1168,1125,White,1168,White,True,19.5,71.15,71.36,80.18,60.38,6,5,2,1,1,0,5,2,61.03,85.96,45.62,47.36,4,4,2,0,1,3,5,1,71.15,71.36,80.18,60.38,6,5,2,1,1,0,5,2
3642,180,Ainceer,Estebitan_2020,1177,1186,White,1177,White,True,50.5,76.67,78.83,80.71,70.46,18,12,2,3,6,3,7,2,71.51,77.98,49.07,88.49,21,9,3,0,2,3,12,1,76.67,78.83,80.71,70.46,18,12,2,3,6,3,7,2
3643,180,Ainceer,VladGaSik,1185,1167,White,1185,White,True,19.5,69.3,82.84,64.41,59.22,6,3,0,4,1,3,3,2,69.71,72.95,77.48,58.17,4,6,1,2,1,1,4,2,69.3,82.84,64.41,59.22,6,3,0,4,1,3,3,2
3644,180,dnarvarg,Ainceer,1116,1192,Black,1192,Black,True,24.0,60.71,83.59,49.81,48.74,1,10,0,2,2,2,7,2,79.58,77.0,87.42,74.32,12,4,2,0,1,2,3,2,79.58,77.0,87.42,74.32,12,4,2,0,1,2,7,2
3645,180,braudstangasosa,Ainceer,1147,1199,Black,1199,Black,True,54.0,75.16,76.58,85.05,63.85,19,12,3,4,3,4,9,2,75.09,78.86,84.64,61.77,18,14,4,1,6,1,10,2,75.09,78.86,84.64,61.77,18,14,4,1,6,1,9,2
3646,180,Ainceer,zachiah1,1191,1216,White,1191,Black,False,73.0,85.35,95.83,90.05,69.71,33,19,4,7,1,2,7,2,87.44,88.37,87.17,86.74,26,27,7,3,3,2,5,2,85.35,95.83,90.05,69.71,33,19,4,7,1,2,7,2
3647,180,Ainceer,DotComGold,1182,1165,White,1182,Black,False,32.0,56.08,76.72,52.93,36.84,9,4,2,0,2,3,12,2,75.51,86.25,58.23,82.71,10,8,4,2,1,2,5,1,56.08,76.72,52.93,36.84,9,4,2,0,2,3,12,2
3648,180,DIMITRIS_MOS,Ainceer,1207,1191,Black,1191,Black,True,40.0,67.78,82.91,48.68,70.58,18,3,2,2,2,2,11,1,80.1,91.11,76.38,71.96,15,9,1,5,4,2,4,2,80.1,91.11,76.38,71.96,15,9,1,5,4,2,11,2
3649,180,Ainceer,Flyeisen,1198,1149,White,1198,White,True,20.5,76.18,94.42,73.6,60.51,10,3,1,1,2,0,4,2,68.93,92.0,54.44,58.92,8,3,1,1,2,0,5,1,76.18,94.42,73.6,60.51,10,3,1,1,2,0,4,2
3650,180,Ainceer,cleanfader123,1191,1239,White,1191,Black,False,31.0,65.13,89.0,73.99,30.02,9,6,3,1,2,1,9,2,79.43,92.12,66.22,78.66,11,9,2,2,2,1,4,1,65.13,89.0,73.99,30.02,9,6,3,1,2,1,9,2
3651,180,CapivaraSelvagem,Ainceer,1150,1182,Black,1182,White,False,36.5,68.42,90.02,43.02,70.43,14,8,1,1,3,0,10,1,56.57,80.77,24.73,64.2,10,6,2,1,2,1,14,1,56.57,80.77,24.73,64.2,10,6,2,1,2,1,10,1
3652,180,Ainceer,LukeRozier,1174,1208,White,1174,Black,False,14.0,76.94,94.46,96.94,30.05,4,4,3,0,0,0,3,2,51.45,71.33,32.42,50.38,3,2,1,1,0,1,6,1,76.94,94.46,96.94,30.05,4,4,3,0,0,0,3,2
3653,180,sethorionschwaiger,Ainceer,1163,1166,Black,1166,White,False,9.5,86.47,99.7,82.91,72.38,4,4,0,0,0,1,1,2,74.16,100.0,89.06,33.42,3,3,0,1,0,0,2,2,74.16,100.0,89.06,33.42,3,3,0,1,0,0,1,2
3654,180,Ainceer,DreadPirateJabu,1175,1193,White,1175,White,True,1.5,70.36,98.21,42.5,0,0,1,0,0,0,1,0,2,1.16,1.16,0,0,0,0,0,0,0,0,1,2,70.36,98.21,42.5,0,0,1,0,0,0,1,0,2
3655,180,vitsh,Ainceer,1175,1183,Black,1183,Black,True,28.0,65.29,89.4,35.87,67.92,6,9,0,1,4,1,7,1,78.2,98.28,73.56,60.54,14,5,2,0,2,0,5,2,78.2,98.28,73.56,60.54,14,5,2,0,2,0,7,2
3656,180,D477M4N14,Ainceer,1166,1191,Black,1191,Black,True,20.0,65.73,91.24,61.75,40.6,6,4,2,0,1,1,6,2,79.23,88.49,69.02,80.34,7,7,1,1,0,1,3,1,79.23,88.49,69.02,80.34,7,7,1,1,0,1,6,1
3657,180,Kadenza123,Ainceer,1153,1182,Black,1182,White,False,31.5,81.36,91.31,88.45,62.63,14,9,0,2,2,1,4,2,63.6,67.32,77.62,45.48,11,3,1,2,3,2,9,2,63.6,67.32,77.62,45.48,11,3,1,2,3,2,4,2
3658,180,Ainceer,Gahllo,1173,1164,White,1173,Black,False,35.0,64.79,67.14,73.04,53.25,11,6,4,1,1,2,10,2,63.36,74.76,51.36,64.0,13,4,4,0,1,1,12,1,64.79,67.14,73.04,53.25,11,6,4,1,1,2,10,2
3659,180,Ainceer,Paulo2407,1181,1179,White,1181,White,True,31.5,81.63,90.53,73.54,80.73,13,9,2,1,2,1,4,1,72.31,81.02,80.65,54.4,10,6,4,0,3,3,5,2,81.63,90.53,73.54,80.73,13,9,2,1,2,1,4,1
3660,180,Ainceer,sarusmagar,1190,1225,White,1190,White,True,58.5,72.83,72.65,71.25,74.67,13,21,4,2,3,4,12,1,64.73,55.38,65.06,74.24,17,13,2,1,5,3,17,0,72.83,72.65,71.25,74.67,13,21,4,2,3,4,12,1
3661,180,Ainceer,Collosalone,1198,1184,White,1198,White,True,14.5,92.78,96.62,81.72,100.0,8,2,2,3,0,0,0,1,65.91,92.72,68.49,29.18,3,5,0,0,1,0,5,2,92.78,96.62,81.72,100.0,8,2,2,3,0,0,0,1
3662,180,Morganjabis,Ainceer,1126,1205,Black,1205,Black,True,18.0,77.08,72.49,90.63,68.1,3,6,1,2,3,2,1,2,71.91,84.34,79.76,51.63,4,7,1,1,0,1,4,2,71.91,84.34,79.76,51.63,4,7,1,1,0,1,1,2
3663,60,RicardoRibPreto,Ainceer,1348,1168,Black,1168,White,False,24.5,74.58,78.93,68.44,75.84,8,6,1,1,5,0,4,1,58.57,68.86,55.69,51.17,7,2,3,1,1,2,8,2,58.57,68.86,55.69,51.17,7,2,3,1,1,2,4,2
3664,60,Ainceer,ladycath,1180,974,White,1180,White,True,24.5,70.22,78.81,64.97,65.79,9,3,1,3,2,2,5,1,58.91,61.56,62.51,52.66,7,5,0,2,1,1,8,2,70.22,78.81,64.97,65.79,9,3,1,3,2,2,5,1
3665,60,Ainceer,Ap4263,1194,1029,White,1194,White,True,30.5,63.45,77.06,46.08,65.85,11,2,1,5,2,1,9,1,53.96,76.58,29.73,55.57,4,6,3,0,3,3,11,1,63.45,77.06,46.08,65.85,11,2,1,5,2,1,9,1
3666,60,noahbloedorn,Ainceer,1135,1212,Black,1212,Black,True,45.0,74.77,68.43,69.96,85.92,15,9,5,5,0,4,7,0,71.03,87.0,42.73,83.37,13,10,6,1,3,2,10,1,71.03,87.0,42.73,83.37,13,10,6,1,3,2,7,1
3667,60,gmszamil,Ainceer,1324,1198,Black,1198,White,False,50.5,77.06,90.09,64.02,77.07,18,9,5,4,8,0,7,1,70.39,61.5,69.06,81.27,17,9,5,4,2,2,11,0,70.39,61.5,69.06,81.27,17,9,5,4,2,2,7,0
3668,180,refreshq8,Ainceer,1198,1213,Black,1213,Black,True,40.0,67.66,76.9,45.72,79.66,12,9,2,1,5,2,9,1,84.54,80.69,80.04,93.18,16,12,2,3,3,1,3,1,84.54,80.69,80.04,93.18,16,12,2,3,3,1,9,1
3669,180,Chessexual_Person,Ainceer,1238,1205,Black,1205,White,False,14.5,83.5,98.97,90.98,60.53,6,5,1,1,0,0,2,2,83.32,100.0,95.82,46.84,6,5,1,0,0,0,2,2,83.32,100.0,95.82,46.84,6,5,1,0,0,0,2,2
3670,180,Ainceer,SebastianFraDK,1213,1199,White,1213,White,True,56.5,81.97,80.93,82.71,82.28,24,15,3,5,1,1,8,0,75.65,70.35,87.83,68.4,18,19,1,2,3,4,9,2,81.97,80.93,82.71,82.28,24,15,3,5,1,1,8,0
3671,180,Ainceer,dnartreb35,1205,1234,White,1205,Black,False,29.0,72.54,97.65,71.78,45.5,12,8,1,0,0,0,8,2,81.47,95.35,61.18,88.6,12,10,1,0,1,0,5,1,72.54,97.65,71.78,45.5,12,8,1,0,0,0,8,2
3672,180,Ainceer,ManuGupta12,1214,1234,White,1214,White,True,24.5,36.6,38.95,15.82,54.74,6,1,0,2,0,0,16,1,40.76,53.36,30.16,38.76,4,1,3,1,0,2,13,1,36.6,38.95,15.82,54.74,6,1,0,2,0,0,16,1
3673,180,NeoMasterius,Ainceer,1243,1207,Black,1207,White,False,17.5,78.99,97.54,63.29,76.13,10,2,1,1,0,1,3,1,64.71,81.9,50.0,61.72,8,1,0,1,1,2,4,1,64.71,81.9,50.0,61.72,8,1,0,1,1,2,3,1
3674,180,Ori2472,Ainceer,1152,1214,Black,1214,Black,True,32.0,56.3,77.97,36.89,53.82,11,5,0,1,1,1,13,1,61.84,70.13,55.91,59.25,13,3,2,1,1,1,11,1,61.84,70.13,55.91,59.25,13,3,2,1,1,1,13,1
3675,180,Ainceer,TadGriffith,1223,1270,White,1223,White,True,35.5,58.08,67.61,37.67,68.96,12,4,1,1,3,3,12,1,47.49,57.15,29.1,57.03,5,6,3,0,3,2,16,1,58.08,67.61,37.67,68.96,12,4,1,1,3,3,12,1
3676,180,Ainceer,Allan_Franco,1230,1190,White,1230,White,True,17.5,78.76,72.67,97.76,65.84,8,4,1,0,0,3,2,2,75.22,76.14,77.44,71.45,4,4,3,0,3,0,3,2,78.76,72.67,97.76,65.84,8,4,1,0,0,3,2,2
3677,180,Ainceer,superbianAU,1221,1208,White,1221,Black,False,24.0,67.65,88.88,52.13,61.95,3,10,0,2,2,0,7,1,61.69,67.08,43.2,74.79,10,2,0,1,2,1,8,1,67.65,88.88,52.13,61.95,3,10,0,2,2,0,7,1
3678,180,jtjr638944,Ainceer,1212,1229,Black,1229,Black,True,40.0,86.52,87.11,85.96,86.45,18,13,3,0,1,1,4,1,90.82,83.97,96.21,92.82,18,14,3,0,3,1,1,0,90.82,83.97,96.21,92.82,18,14,3,0,3,1,4,0
3679,180,Ainceer,PinkBroiler,1235,1111,White,1235,White,True,33.5,66.48,80.24,65.62,52.33,13,6,2,1,1,2,9,2,68.42,86.73,64.83,53.69,6,12,1,1,2,5,6,2,66.48,80.24,65.62,52.33,13,6,2,1,1,2,9,2
3680,180,vin1019cent1,Ainceer,1281,1228,Black,1228,White,False,13.5,88.31,99.76,80.35,83.96,8,3,1,0,1,0,1,1,80.22,97.62,56.98,81.72,8,1,1,0,0,0,3,1,80.22,97.62,56.98,81.72,8,1,1,0,0,0,1,1
3681,180,Szymon_Starzewski,Ainceer,1268,1221,Black,1221,White,False,17.5,70.87,99.74,37.76,75.12,8,3,1,0,1,1,4,1,65.89,84.44,52.22,60.06,9,1,0,0,1,1,5,1,65.89,84.44,52.22,60.06,9,1,0,0,1,1,4,1
3682,180,Bieliebees,Ainceer,1211,1213,Black,1213,White,False,7.5,69.0,70.86,46.47,100.0,4,1,0,0,0,0,3,1,72.41,100.0,100.0,3.44,5,0,0,0,0,0,2,2,72.41,100.0,100.0,3.44,5,0,0,0,0,0,3,2
3683,180,Ainceer,ZimiVaari,1222,1247,White,1222,White,True,45.5,65.61,85.1,60.87,49.55,10,13,4,3,2,1,13,2,65.39,79.87,63.42,52.87,15,9,2,2,1,3,13,2,65.61,85.1,60.87,49.55,10,13,4,3,2,1,13,2
3684,180,Ainceer,Strangelove80,1215,1279,White,1215,Black,False,46.0,84.78,95.57,78.49,79.56,20,17,1,2,0,0,6,1,82.43,79.93,92.64,74.89,19,15,2,2,0,1,7,2,84.78,95.57,78.49,79.56,20,17,1,2,0,0,6,1
3685,180,Ainceer,BenGrabenwger,1206,1182,White,1206,Black,False,26.0,71.03,96.28,74.18,39.08,8,6,2,2,1,0,7,2,65.42,90.25,79.36,21.82,5,9,1,0,3,0,8,2,71.03,96.28,74.18,39.08,8,6,2,2,1,0,7,2
3686,180,chessmofever,Ainceer,1246,1199,Black,1199,White,False,26.5,69.85,82.72,63.75,63.07,12,3,0,1,3,1,7,2,52.22,88.47,24.32,42.84,9,3,1,0,0,1,12,1,52.22,88.47,24.32,42.84,9,3,1,0,0,1,7,1
3687,180,pandolero,Ainceer,1131,1206,Black,1206,Black,True,20.0,66.13,96.55,45.86,54.28,6,6,0,0,2,0,6,1,77.68,87.52,62.95,83.37,11,2,0,1,3,0,3,1,77.68,87.52,62.95,83.37,11,2,0,1,3,0,6,1
3688,180,Ainceer,jmv1000,1212,1124,White,1212,White,True,39.5,80.84,78.36,88.31,76.06,19,9,1,1,3,1,6,2,65.52,84.78,54.86,56.92,13,6,3,1,1,5,10,1,80.84,78.36,88.31,76.06,19,9,1,1,3,1,6,2
3689,180,Ainceer,Ludwing00,1219,1174,White,1219,White,True,26.5,64.94,72.71,65.01,57.09,6,5,5,1,2,0,8,2,42.97,59.19,27.89,41.69,4,3,1,1,1,4,12,1,64.94,72.71,65.01,57.09,6,5,5,1,2,0,8,2
3690,180,Ainceer,McTimboy,1212,1249,White,1212,Black,False,34.5,63.1,67.91,69.45,50.92,11,8,0,2,1,2,11,2,62.75,61.59,58.92,67.86,11,5,2,2,2,0,12,1,63.1,67.91,69.45,50.92,11,8,0,2,1,2,11,2
3691,180,TDap11,Ainceer,1190,1220,Black,1220,Black,True,30.0,69.66,92.3,56.25,60.43,10,7,0,2,3,2,6,1,73.51,66.62,69.53,84.38,15,4,3,0,0,1,7,0,73.51,66.62,69.53,84.38,15,4,3,0,0,1,6,0
3692,180,Bearshved,Ainceer,1313,1230,Black,1230,Black,True,72.0,72.28,52.76,81.48,82.6,27,14,2,5,7,2,15,0,70.03,55.55,68.25,86.29,22,13,5,3,9,5,15,0,70.03,55.55,68.25,86.29,22,13,5,3,9,5,15,0
3693,180,juanmanr,Ainceer,1088,1235,Black,1235,Black,True,35.0,64.63,68.4,38.78,88.73,13,7,0,2,1,1,11,1,81.69,80.3,70.37,95.58,17,9,0,1,2,2,4,1,81.69,80.3,70.37,95.58,17,9,0,1,2,2,11,1
3694,180,Ainceer,lefteris59,1243,1208,White,1243,White,True,31.5,75.59,88.73,64.41,73.43,7,14,2,0,2,1,6,1,52.34,61.93,31.58,62.55,4,6,1,2,5,1,12,1,75.59,88.73,64.41,73.43,7,14,2,0,2,1,6,1
3695,180,ABHINOW4,Ainceer,1309,1253,Black,1253,Black,True,67.0,65.62,58.8,76.13,62.24,14,18,3,5,4,6,17,0,61.72,57.58,80.34,47.44,18,16,2,2,5,3,21,2,61.72,57.58,80.34,47.44,18,16,2,2,5,3,17,2
3696,600,Ainceer,quang812,1448,1400,White,1448,Black,False,23.5,86.38,98.67,73.13,87.32,12,8,0,0,1,1,2,1,66.47,90.4,53.04,54.47,3,8,3,1,1,0,7,1,86.38,98.67,73.13,87.32,12,8,0,0,1,1,2,1
3697,600,quang812,Ainceer,1393,1455,Black,1455,Black,True,17.0,51.79,74.8,49.0,27.55,3,2,1,0,3,1,7,2,83.13,72.75,83.01,95.73,10,2,0,1,2,0,2,0,83.13,72.75,83.01,95.73,10,2,0,1,2,0,7,0
3698,600,Ainceer,guru4dw,1464,1484,White,1464,White,True,33.0,79.96,82.39,79.66,77.82,16,7,1,1,1,3,4,2,59.27,55.11,60.66,62.04,8,5,2,4,1,2,11,0,79.96,82.39,79.66,77.82,16,7,1,1,1,3,4,2
